1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	5
1	5
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	8
1	8
1	8
1	8
1	8
1	8
1	8
1	9
1	9
1	10
1	10
1	10
1	10
1	10
1	11
1	11
1	11
1	11
1	11
1	11
1	12
1	12
1	13
1	13
1	13
1	13
1	14
1	14
1	14
1	14
1	15
1	15
1	15
1	15
1	16
1	16
1	16
1	16
1	16
1	17
1	18
1	18
1	20
1	20
1	20
1	20
1	20
1	21
1	21
1	22
1	23
1	24
1	24
1	25
1	25
1	26
1	26
1	26
1	26
1	26
1	26
1	26
1	27
1	27
1	27
1	28
1	28
1	28
1	29
1	29
1	30
1	30
1	30
1	31
1	31
1	32
1	33
1	33
1	36
1	37
1	38
1	38
1	42
1	46
1	46
1	46
1	46
1	46
1	46
1	46
1	46
1	49
1	50
1	54
1	56
1	57
1	60
1	61
1	63
1	63
1	65
1	66
1	67
1	69
1	69
1	69
1	69
1	69
1	69
1	71
1	72
1	74
1	78
1	79
1	80
1	82
1	83
1	85
1	89
1	91
1	98
1	101
1	105
1	106
1	111
1	111
1	111
1	115
1	115
1	116
1	125
1	135
1	148
1	154
1	157
1	167
1	170
2	1
2	1
2	1
2	1
2	1
2	1
2	1
2	1
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	4
2	4
2	5
2	5
2	5
2	6
2	6
2	6
2	6
2	6
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	8
2	8
2	8
2	9
2	10
2	10
2	10
2	10
2	10
2	10
2	10
2	11
2	11
2	11
2	11
2	12
2	12
2	12
2	12
2	12
2	12
2	12
2	13
2	13
2	13
2	15
2	15
2	15
2	15
2	16
2	16
2	18
2	18
2	18
2	18
2	19
2	19
2	20
2	20
2	20
2	21
2	22
2	23
2	23
2	25
2	25
2	25
2	26
2	26
2	26
2	26
2	26
2	26
2	26
2	26
2	26
2	27
2	27
2	28
2	28
2	28
2	28
2	28
2	29
2	29
2	29
2	29
2	30
2	30
2	31
2	31
2	31
2	31
2	32
2	32
2	32
2	32
2	32
2	34
2	34
2	36
2	36
2	36
2	37
2	37
2	37
2	37
2	37
2	37
2	38
2	39
2	40
2	40
2	41
2	42
2	44
2	44
2	45
2	46
2	46
2	46
2	46
2	49
2	49
2	50
2	51
2	51
2	51
2	51
2	51
2	52
2	52
2	53
2	53
2	55
2	55
2	55
2	55
2	55
2	56
2	56
2	56
2	66
2	67
2	69
2	70
2	71
2	81
2	82
2	84
2	87
2	87
2	88
2	96
2	96
2	97
2	102
2	107
2	112
2	120
2	120
2	122
2	124
2	133
2	136
2	139
2	139
2	147
2	147
2	166
2	191
2	192
3	1
3	1
3	1
3	1
3	1
